FlatId | FlatNum | Building | Floor | Area | Rooms | Price | SPrice | Status | Date
4607 | 210 | -- | 17 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4599 | 202 | -- | 17 | 106,9 | 3 | 0 | 0,00 | Забронировано | 2023-07-20
4605 | 208 | -- | 17 | 76,8 | 3 | 0 | 0,00 | Продано | 2023-07-20
4608 | 211 | -- | 18 | 39,03 | 1 | 5073900 | 130000,00 | В продаже | 2023-07-20
4612 | 215 | -- | 18 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4613 | 216 | -- | 18 | 49,41 | 1 | 5929200 | 120000,00 | В продаже | 2023-07-20
4614 | 217 | -- | 18 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4615 | 218 | -- | 18 | 55,22 | 1 | 0 | 0,00 | Продано | 2023-07-20
4609 | 212 | -- | 18 | 78,46 | 2 | 10042880 | 128000,00 | В продаже | 2023-07-20
4611 | 214 | -- | 18 | 59,51 | 2 | 7141200 | 120000,00 | В продаже | 2023-07-20
4616 | 219 | -- | 18 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4610 | 213 | -- | 18 | 106,9 | 3 | 0 | 0,00 | Продано | 2023-07-20
4617 | 220 | -- | 19 | 39,03 | 1 | 5073900 | 130000,00 | В продаже | 2023-07-20
4621 | 224 | -- | 19 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4622 | 225 | -- | 19 | 49,41 | 1 | 5929200 | 120000,00 | В продаже | 2023-07-20
4623 | 226 | -- | 19 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4624 | 227 | -- | 19 | 63,37 | 1 | 0 | 0,00 | Продано | 2023-07-20
4618 | 221 | -- | 19 | 78,46 | 2 | 10042880 | 128000,00 | В продаже | 2023-07-20
4620 | 223 | -- | 19 | 59,51 | 2 | 7141200 | 120000,00 | В продаже | 2023-07-20
4625 | 228 | -- | 19 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4619 | 222 | -- | 19 | 106,9 | 3 | 12293500 | 115000,00 | В продаже | 2023-07-20
4626 | 229 | -- | 20 | 39,03 | 1 | 0 | 0,00 | Забронировано | 2023-07-20
4630 | 233 | -- | 20 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4631 | 234 | -- | 20 | 49,41 | 1 | 5929200 | 120000,00 | В продаже | 2023-07-20
4632 | 235 | -- | 20 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4633 | 236 | -- | 20 | 63,37 | 1 | 0 | 0,00 | Продано | 2023-07-20
4627 | 230 | -- | 20 | 78,46 | 2 | 10042880 | 128000,00 | В продаже | 2023-07-20
4629 | 232 | -- | 20 | 59,51 | 2 | 7141200 | 120000,00 | В продаже | 2023-07-20
4634 | 237 | -- | 20 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4628 | 231 | -- | 20 | 106,9 | 3 | 12293500 | 115000,00 | В продаже | 2023-07-20
4635 | 238 | -- | 21 | 39,03 | 1 | 0 | 0,00 | Продано | 2023-07-20
4639 | 242 | -- | 21 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4640 | 243 | -- | 21 | 49,41 | 1 | 5929200 | 120000,00 | В продаже | 2023-07-20
4641 | 244 | -- | 21 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4642 | 245 | -- | 21 | 63,37 | 1 | 0 | 0,00 | Продано | 2023-07-20
4636 | 239 | -- | 21 | 78,46 | 2 | 10042880 | 128000,00 | В продаже | 2023-07-20
4638 | 241 | -- | 21 | 59,51 | 2 | 7141200 | 120000,00 | В продаже | 2023-07-20
4643 | 246 | -- | 21 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4637 | 240 | -- | 21 | 106,9 | 3 | 12293500 | 115000,00 | В продаже | 2023-07-20
4644 | 247 | -- | 22 | 39,03 | 1 | 0 | 0,00 | Продано | 2023-07-20
4648 | 251 | -- | 22 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4649 | 252 | -- | 22 | 49,41 | 1 | 5929200 | 120000,00 | В продаже | 2023-07-20
4650 | 253 | -- | 22 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4651 | 254 | -- | 22 | 63,37 | 1 | 0 | 0,00 | Продано | 2023-07-20
4645 | 248 | -- | 22 | 78,46 | 2 | 10042880 | 128000,00 | В продаже | 2023-07-20
4647 | 250 | -- | 22 | 59,51 | 2 | 7141200 | 120000,00 | В продаже | 2023-07-20
4652 | 255 | -- | 22 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4646 | 249 | -- | 22 | 106,9 | 3 | 12293500 | 115000,00 | В продаже | 2023-07-20
4653 | 256 | -- | 23 | 39,03 | 1 | 0 | 0,00 | Продано | 2023-07-20
4657 | 260 | -- | 23 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4658 | 261 | -- | 23 | 49,41 | 1 | 5929200 | 120000,00 | В продаже | 2023-07-20
4659 | 262 | -- | 23 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4660 | 263 | -- | 23 | 63,37 | 1 | 0 | 0,00 | Продано | 2023-07-20
4654 | 257 | -- | 23 | 78,46 | 2 | 10042880 | 128000,00 | В продаже | 2023-07-20
4656 | 259 | -- | 23 | 59,51 | 2 | 7260220 | 122000,00 | В продаже | 2023-07-20
4661 | 264 | -- | 23 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4655 | 258 | -- | 23 | 106,9 | 3 | 0 | 0,00 | Продано | 2023-07-20
4662 | 265 | -- | 24 | 39,03 | 1 | 0 | 0,00 | Продано | 2023-07-20
4666 | 269 | -- | 24 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4667 | 270 | -- | 24 | 49,41 | 1 | 0 | 0,00 | Забронировано | 2023-07-20
4668 | 271 | -- | 24 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4669 | 272 | -- | 24 | 63,37 | 1 | 0 | 0,00 | Продано | 2023-07-20
4663 | 266 | -- | 24 | 78,46 | 2 | 0 | 0,00 | Забронировано | 2023-07-20
4665 | 268 | -- | 24 | 59,51 | 2 | 7260220 | 122000,00 | В продаже | 2023-07-20
4670 | 273 | -- | 24 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4664 | 267 | -- | 24 | 106,9 | 3 | 0 | 0,00 | Продано | 2023-07-20
4671 | 274 | -- | 25 | 39,03 | 1 | 0 | 0,00 | Продано | 2023-07-20
4675 | 278 | -- | 25 | 38,63 | 1 | 5215050 | 135000,00 | В продаже | 2023-07-20
4676 | 279 | -- | 25 | 49,41 | 1 | 6176250 | 125000,00 | В продаже | 2023-07-20
4677 | 280 | -- | 25 | 40,14 | 1 | 5017500 | 125000,00 | В продаже | 2023-07-20
4678 | 281 | -- | 25 | 63,37 | 1 | 0 | 0,00 | Продано | 2023-07-20
4672 | 275 | -- | 25 | 78,46 | 2 | 0 | 0,00 | Забронировано | 2023-07-20
4674 | 277 | -- | 25 | 59,51 | 2 | 7438750 | 125000,00 | В продаже | 2023-07-20
4679 | 282 | -- | 25 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4673 | 276 | -- | 25 | 106,9 | 3 | 0 | 0,00 | Забронировано | 2023-07-20
4680 | 283 | -- | 26 | 39,03 | 1 | 0 | 0,00 | Забронировано | 2023-07-20
4684 | 287 | -- | 26 | 38,63 | 1 | 4828750 | 125000,00 | В продаже | 2023-07-20
4685 | 288 | -- | 26 | 49,41 | 1 | 0 | 0,00 | Забронировано | 2023-07-20
4681 | 284 | -- | 26 | 78,46 | 2 | 10199800 | 130000,00 | В продаже | 2023-07-20
4683 | 286 | -- | 26 | 59,51 | 2 | 0 | 0,00 | Продано | 2023-07-20
4687 | 290 | -- | 26 | 59,78 | 2 | 0 | 0,00 | Забронировано | 2023-07-20
4682 | 285 | -- | 26 | 106,9 | 3 | 12507300 | 117000,00 | В продаже | 2023-07-20
4686 | 289 | -- | 26 | 113,49 | 3 | 0 | 0,00 | Продано | 2023-07-20
4688 | 291 | -- | 27 | 39,03 | 1 | 0 | 0,00 | Продано | 2023-07-20
4692 | 295 | -- | 27 | 38,63 | 1 | 5021900 | 130000,00 | В продаже | 2023-07-20
4693 | 296 | -- | 27 | 49,41 | 1 | 6176250 | 125000,00 | В продаже | 2023-07-20
4689 | 292 | -- | 27 | 78,46 | 2 | 10199800 | 130000,00 | В продаже | 2023-07-20
4691 | 294 | -- | 27 | 59,51 | 2 | 7438750 | 125000,00 | В продаже | 2023-07-20
4695 | 298 | -- | 27 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4690 | 293 | -- | 27 | 106,9 | 3 | 0 | 0,00 | Продано | 2023-07-20
4694 | 297 | -- | 27 | 113,49 | 3 | 0 | 0,00 | Продано | 2023-07-20
4696 | 299 | -- | 28 | 49,41 | 1 | 6670350 | 135000,00 | В продаже | 2023-07-20
4698 | 301 | -- | 28 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4697 | 300 | -- | 28 | 113,31 | 3 | 0 | 0,00 | Продано | 2023-07-20
4699 | 302 | -- | 29 | 49,41 | 1 | 6670350 | 135000,00 | В продаже | 2023-07-20
4701 | 304 | -- | 29 | 59,78 | 2 | 0 | 0,00 | Продано | 2023-07-20
4700 | 303 | -- | 29 | 113,31 | 3 | 0 | 0,00 | Продано | 2023-07-20
